Stock|ExpiryDate|LowerBound_Min|LowerBound_Max|LowerBound_Median|LowerBound_Mean|PredictionCount|BreachCount|ExpiryClosePrice
Latour, Investmentab. ser. B|2025-01-17|248.98|275.71|266.77|265.39813559322033|59|0.0|280.6
Latour, Investmentab. ser. B|2025-02-21|240.99|302.52|259.59|262.73907692307694|65|3.0|299.3
Latour, Investmentab. ser. B|2025-03-21|234.7|291.84|258.89|261.02802469135804|81|6.0|284.1
Latour, Investmentab. ser. B|2025-04-16|224.44|285.52|263.98|261.96169230769226|65|33.0|263.8
Latour, Investmentab. ser. B|2025-05-16|203.84|274.28|254.04000000000002|251.26049999999998|60|2.0|266.9
Latour, Investmentab. ser. B|2025-06-19|205.76|257.59|242.94|242.6522950819672|61|36.0|241.3
Latour, Investmentab. ser. B|2025-07-18|216.58|251.77|237.565|237.661875|64|0.0|252.2
Latour, Investmentab. ser. B|2025-08-15|218.61|249.57|236.74|235.79153846153847|65|2.0|247.2
Latour, Investmentab. ser. B|2025-09-19|215.6|238.2|229.16500000000002|229.21903225806452|62|38.0|228.5
Latour, Investmentab. ser. B|2025-10-17|209.44|233.08|222.97|222.7156923076923|65|8.0|229.9
Latour, Investmentab. ser. B|2025-11-21|201.46|237.64|215.26999999999998|217.0725|68|8.0|228.5
Latour, Investmentab. ser. B|2025-12-19|197.7|229.81|213.55|214.02031746031747|63|11.0|222.0
Latour, Investmentab. ser. B|2026-01-16|203.04|226.97|210.92|212.90641509433965|53||
Latour, Investmentab. ser. B|2026-02-20|194.96|214.02|200.64499999999998|201.99692307692308|26||
Lundin Mining Corporation|2024-04-19|121.73|121.73|121.73|121.73|1|0.0|125.8
Lundin Mining Corporation|2024-05-17|108.69|128.57|116.1|117.11352941176472|17|0.0|137.5
Lundin Mining Corporation|2024-06-20|102.71|126.71|111.595|112.48875000000001|40|14.0|114.6
Lundin Mining Corporation|2024-07-19|98.45|121.59|109.58|109.1384745762712|59|23.0|110.8
Lundin Mining Corporation|2024-08-16|87.25|117.17|102.155|102.89484375|64|46.0|97.85
Lundin Mining Corporation|2024-09-20|80.47|112.24|96.33000000000001|96.13882352941177|102|39.0|98.35
Lundin Mining Corporation|2024-10-18|76.62|104.9|92.16|91.1856923076923|65|0.0|109.4
Lundin Mining Corporation|2024-11-15|73.14|104.03|90.645|89.52466666666666|60|0.0|106.1
Lundin Mining Corporation|2024-12-20|69.48|102.78|89.62|88.71821656050956|157|34.0|94.8
Lundin Mining Corporation|2025-01-17|86.38|99.15|91.98|92.64254901960783|51|9.0|96.1
Lundin Mining Corporation|2025-02-21|78.78|94.24|86.785|86.97854838709678|62|8.0|92.4
Lundin Mining Corporation|2025-03-21|64.67|90.82|81.6|81.08765714285714|175|21.0|88.1
Lundin Mining Corporation|2025-04-16|58.31|84.86|77.315|76.25750000000001|64|39.0|76.1
Lundin Mining Corporation|2025-05-16|54.47|85.95|74.56|73.34016949152542|59|1.0|85.5
Lundin Mining Corporation|2025-06-19|51.22|96.58|73.5|74.65106060606061|132|0.0|97.0
Lundin Mining Corporation|2025-06-20|64.4|82.26|76.62|75.19487179487179|39||
Lundin Mining Corporation|2025-07-18|53.8|99.31|81.72|80.48584615384615|65|3.0|97.35
Lundin Mining Corporation|2025-08-15|69.89|106.56|86.74|86.3159090909091|66|0.0|108.4
Lundin Mining Corporation|2025-09-19|45.42|108.58|69.045|75.42467032967033|182|0.0|114.2
Lundin Mining Corporation|2025-10-17|79.19|144.23|96.6|102.53420289855072|69|4.0|140.8
Lundin Mining Corporation|2025-11-21|86.59|168.44|122.11|118.3018918918919|74|3.0|163.1
Lundin Mining Corporation|2025-12-19|41.42|183.44|83.1|95.19526041666667|192|0.0|189.9
Lundin Mining Corporation|2026-01-16|115.79|188.02|149.43|147.49055555555555|54||
Lundin Mining Corporation|2026-02-20|137.97|173.15|147.76|150.92433333333335|30||
Millicom International Cellular S.A. SDB|2024-04-19|||||0|0.0|218.6
Millicom International Cellular S.A. SDB|2024-05-17|203.05|237.5|205.24|211.18200000000002|5|0.0|255.0
Millicom International Cellular S.A. SDB|2024-06-20|198.72|253.96|244.81|239.00799999999998|30|18.0|242.8
Millicom International Cellular S.A. SDB|2024-07-19|195.9|267.28|241.22|238.75040816326532|49|1.0|265.2
Millicom International Cellular S.A. SDB|2024-08-16|217.19|262.28|238.86|240.07825396825396|63|0.0|269.2
Millicom International Cellular S.A. SDB|2024-09-20|187.73|276.09|240.505|239.30380952380952|84|0.0|282.8
Millicom International Cellular S.A. SDB|2024-10-18|239.02|282.02|250.75|255.40446153846156|65|0.0|287.6
Millicom International Cellular S.A. SDB|2024-11-15|233.96|292.15|255.76|257.828|65|1.0|292.0
Millicom International Cellular S.A. SDB|2024-12-20|177.51|283.01|236.61|239.6063087248322|149|20.0|269.0
Millicom International Cellular S.A. SDB|2025-01-17|240.79|297.26|263.2|261.24309090909094|55|0.0|300.8
Millicom International Cellular S.A. SDB|2025-02-21|232.49|286.39|263.98|263.3422580645161|62|6.0|284.4
Millicom International Cellular S.A. SDB|2025-03-21|172.99|280.65|235.495|237.27066326530613|196||
Millicom International Cellular S.A. SDB|2025-04-16|237.68|275.71|266.21500000000003|263.5940476190476|42||
Millicom International Cellular S.A. SDB|2025-05-16|240.8|267.53|253.63|254.36352941176472|17||
Millicom International Cellular S.A. SDB|2025-06-19|210.08|263.89|248.35500000000002|243.4205882352941|68||
Millicom International Cellular S.A. SDB|2025-06-20|187.42|250.05|222.26|221.39776470588237|85||
Millicom International Cellular S.A. SDB|2025-09-19|201.63|252.39|230.67|231.98282352941177|85||
Millicom International Cellular S.A. SDB|2025-12-19|206.64|244.45|234.98|231.33846153846156|39||
Modern Times Group MTG AB ser. B|2024-04-19|85.51|85.51|85.51|85.51|1|0.0|88.55
Modern Times Group MTG AB ser. B|2024-05-17|79.54|94.89|89.35|87.73176470588236|17|0.0|97.65
Modern Times Group MTG AB ser. B|2024-06-20|76.19|90.84|86.82|86.13512820512821|39|23.0|86.3
Modern Times Group MTG AB ser. B|2024-07-19|73.28|86.53|81.63|81.22035087719298|57|38.0|79.9
Modern Times Group MTG AB ser. B|2024-08-16|67.56|83.92|77.56|77.47333333333333|60|31.0|77.2
Modern Times Group MTG AB ser. B|2024-09-20|63.75|81.22|73.16|73.77565656565656|99|31.0|75.4
Modern Times Group MTG AB ser. B|2024-10-18|61.5|78.05|69.69|70.464375|64|3.0|76.7
Modern Times Group MTG AB ser. B|2024-11-15|63.66|88.36|69.41|69.99090909090908|66|0.0|90.05
Modern Times Group MTG AB ser. B|2024-12-20|55.64|94.12|68.38499999999999|70.55786585365854|164|0.0|95.6
Modern Times Group MTG AB ser. B|2025-01-17|63.77|98.11|83.88|81.11322580645162|62|0.0|104.4
Modern Times Group MTG AB ser. B|2025-02-21|66.72|121.09|86.17|90.2803076923077|65|0.0|124.5
Modern Times Group MTG AB ser. B|2025-03-21|53.17|120.36|65.025|76.91672043010753|186|0.0|120.8
Modern Times Group MTG AB ser. B|2025-04-16|84.08|115.3|106.75999999999999|103.2278787878788|66|21.0|109.7
Modern Times Group MTG AB ser. B|2025-05-16|92.81|111.07|104.52000000000001|104.04299999999999|60|0.0|111.2
Modern Times Group MTG AB ser. B|2025-06-19|72.45|109.86|99.32|94.12874074074074|135|0.0|113.0
Modern Times Group MTG AB ser. B|2025-06-20|55.88|73.51|60.885000000000005|61.30717391304348|46||
Modern Times Group MTG AB ser. B|2025-07-18|91.81|110.97|98.67500000000001|98.82958333333333|48|3.0|105.0
Modern Times Group MTG AB ser. B|2025-08-15|94.01|108.71|96.755|97.37529411764706|34|4.0|98.65
Modern Times Group MTG AB ser. B|2025-09-19|72.37|103.26|92.78999999999999|90.50452702702702|148|0.0|105.4
Modern Times Group MTG AB ser. B|2025-10-17|86.4|118.01|99.145|100.23931818181818|44|0.0|121.9
Modern Times Group MTG AB ser. B|2025-11-21|83.09|117.46|106.36|103.60147540983606|61|10.0|114.5
Modern Times Group MTG AB ser. B|2025-12-19|77.88|113.83|93.08|96.65818897637796|127|4.0|112.6
NCC AB ser. B|2024-04-19|125.32|125.32|125.32|125.32|1|0.0|130.2
NCC AB ser. B|2024-05-17|118.86|133.73|126.44|126.45941176470588|17|0.0|136.1
NCC AB ser. B|2024-06-20|116.31|136.59|129.66500000000002|128.1478947368421|38|0.0|139.9
NCC AB ser. B|2024-07-19|113.19|158.62|126.96000000000001|127.40379310344828|58|0.0|164.3
NCC AB ser. B|2024-08-16|120.34|159.46|127.775|135.47366666666667|60|3.0|158.4
NCC AB ser. B|2024-09-20|109.07|158.53|129.03|135.26939393939395|99|0.0|163.5
NCC AB ser. B|2024-10-18|132.19|166.26|151.62|153.52709677419355|62|0.0|167.0
NCC AB ser. B|2024-11-15|137.76|159.23|148.73000000000002|147.59794117647058|68|0.0|161.2
NCC AB ser. B|2024-12-20|101.5|161.98|139.495|135.29000000000002|164|7.0|160.0
NCC AB ser. B|2025-01-17|142.61|160.7|151.19|151.95423728813557|59|0.0|160.9
NCC AB ser. B|2025-02-21|143.19|191.82|151.45999999999998|157.30387096774194|62|0.0|193.8
NCC AB ser. B|2025-03-21|109.01|192.05|143.155|145.9489010989011|182|0.0|192.1
NCC AB ser. B|2025-04-16|139.2|186.61|176.28|171.0126984126984|63|15.0|181.0
NCC AB ser. B|2025-05-16|140.86|179.73|170.6|168.19616666666667|60|0.0|182.9
NCC AB ser. B|2025-06-19|131.13|188.62|163.65|159.04174242424241|132|9.0|184.1
NCC AB ser. B|2025-06-20|128.71|138.4|134.605|134.03652173913045|46||
NCC AB ser. B|2025-07-18|139.74|180.75|165.87|165.865625|64|0.0|181.7
NCC AB ser. B|2025-08-15|153.85|192.28|170.54500000000002|171.29151515151514|66|0.0|195.5
NCC AB ser. B|2025-09-19|125.67|219.55|159.565|161.8932584269663|178|6.0|214.2
NCC AB ser. B|2025-10-17|160.37|212.07|182.38|186.99367647058824|68|0.0|212.4
NCC AB ser. B|2025-11-21|164.61|206.02|189.6|187.83904109589042|73|0.0|206.6
NCC AB ser. B|2025-12-19|116.76|212.58|160.59|166.97179894179894|189|0.0|212.6
NCC AB ser. B|2026-01-16|182.58|212.36|195.52|196.27363636363634|55||
NCC AB ser. B|2026-02-20|178.08|199.48|190.735|190.976|30||
NIBE Industrier AB ser. B|2024-04-19|46.83|46.83|46.83|46.83|1|0.0|48.83
NIBE Industrier AB ser. B|2024-05-17|42.33|58.42|46.349999999999994|47.48888888888889|18|1.0|53.96
NIBE Industrier AB ser. B|2024-06-20|40.83|55.72|47.81|47.48125|40|18.0|48.74
NIBE Industrier AB ser. B|2024-07-19|39.72|54.0|43.85|44.849836065573776|61|21.0|45.61
NIBE Industrier AB ser. B|2024-08-16|37.69|51.7|41.14|42.18753846153846|65|4.0|47.8
NIBE Industrier AB ser. B|2024-09-20|36.25|50.28|40.870000000000005|41.84826923076923|104|1.0|48.66
NIBE Industrier AB ser. B|2024-10-18|35.55|52.19|43.69|43.0389552238806|67|3.0|50.32
NIBE Industrier AB ser. B|2024-11-15|35.76|49.95|43.47|43.40911764705883|68|0.0|50.14
NIBE Industrier AB ser. B|2024-12-20|32.51|47.95|40.94|40.00597633136095|169|56.0|42.17
NIBE Industrier AB ser. B|2025-01-17|36.2|47.39|41.89|41.74111111111111|63|26.0|42.33
NIBE Industrier AB ser. B|2025-02-21|33.16|43.43|38.715|38.5225|68|11.0|40.45
NIBE Industrier AB ser. B|2025-03-21|30.7|44.23|37.29|37.0508|225|5.0|43.28
NIBE Industrier AB ser. B|2025-03-28|38.28|40.79|38.755|39.145|4|1.0|39.3
NIBE Industrier AB ser. B|2025-04-04|35.28|40.11|37.21|36.989999999999995|9|9.0|34.31
NIBE Industrier AB ser. B|2025-04-11|30.34|39.21|34.88|35.09090909090909|11|9.0|33.73
NIBE Industrier AB ser. B|2025-04-16|27.66|40.66|35.95|35.63333333333333|66|29.0|36.04
NIBE Industrier AB ser. B|2025-04-25|29.28|36.67|33.875|33.1375|16|0.0|40.14
NIBE Industrier AB ser. B|2025-05-02|27.06|39.72|33.67|33.58411764705882|17|0.0|42.68
NIBE Industrier AB ser. B|2025-05-09|28.18|41.59|36.7|35.95133333333333|15|0.0|44.38
NIBE Industrier AB ser. B|2025-05-16|25.32|43.19|33.97|34.477704918032785|61|2.0|42.21
NIBE Industrier AB ser. B|2025-05-23|35.38|43.12|39.47|39.16777777777778|18|7.0|39.72
NIBE Industrier AB ser. B|2025-05-30|35.74|42.86|39.09|39.427368421052634|19|9.0|39.27
NIBE Industrier AB ser. B|2025-06-05|35.52|42.66|38.56|38.76625|24|5.0|39.5
NIBE Industrier AB ser. B|2025-06-13|35.66|42.32|37.82|38.38130434782609|23|3.0|40.39
NIBE Industrier AB ser. B|2025-06-19|24.13|41.74|33.81|33.97258992805755|139|8.0|38.64
NIBE Industrier AB ser. B|2025-06-20|28.36|41.4|34.96|34.302571428571426|105||
NIBE Industrier AB ser. B|2025-06-27|34.71|38.21|36.845|36.85272727272727|22|0.0|40.85
NIBE Industrier AB ser. B|2025-07-04|35.82|41.6|36.89|37.26111111111111|18|0.0|43.01
NIBE Industrier AB ser. B|2025-07-11|35.36|43.42|37.86|38.42052631578947|19|0.0|43.45
NIBE Industrier AB ser. B|2025-07-18|25.21|42.36|35.83|35.76359375|64|0.0|43.67
NIBE Industrier AB ser. B|2025-07-25|36.87|44.24|40.665|40.57|20|0.0|45.62
NIBE Industrier AB ser. B|2025-08-01|39.08|44.93|40.78|41.334736842105265|19|1.0|44.44
NIBE Industrier AB ser. B|2025-08-08|39.26|44.14|42.41|41.73|19|0.0|44.92
NIBE Industrier AB ser. B|2025-08-15|32.34|43.67|38.35|37.87015151515151|66|0.0|45.4
NIBE Industrier AB ser. B|2025-08-22|39.96|42.3|40.965|40.9855|20|0.0|46.06
NIBE Industrier AB ser. B|2025-08-29|38.98|44.01|40.364999999999995|40.4895|20|20.0|38.82
NIBE Industrier AB ser. B|2025-09-05|36.01|43.45|39.99|39.5104347826087|23|18.0|38.16
NIBE Industrier AB ser. B|2025-09-12|34.9|42.89|38.72|38.2344|25|19.0|36.37
NIBE Industrier AB ser. B|2025-09-19|21.27|42.44|32.67|32.95027888446215|251|39.0|37.05
NIBE Industrier AB ser. B|2025-09-26|33.53|42.04|35.065|35.464999999999996|24|15.0|34.46
NIBE Industrier AB ser. B|2025-10-03|32.94|36.21|34.22|34.20368421052632|19|0.0|37.3
NIBE Industrier AB ser. B|2025-10-10|32.07|35.64|34.224999999999994|34.049|20|0.0|35.66
NIBE Industrier AB ser. B|2025-10-17|31.62|41.06|35.44|35.76|69|32.0|35.86
NIBE Industrier AB ser. B|2025-10-24|31.12|36.21|34.11|34.178|20|0.0|38.31
NIBE Industrier AB ser. B|2025-10-30|32.94|37.0|33.975|34.53111111111111|18|0.0|37.65
NIBE Industrier AB ser. B|2025-11-07|32.37|36.34|34.36|34.29125|24|1.0|36.2
NIBE Industrier AB ser. B|2025-11-14|31.61|35.36|33.81|33.6084|25|19.0|32.88
NIBE Industrier AB ser. B|2025-11-21|29.54|38.95|32.150000000000006|32.87162162162162|74|38.0|32.05
NIBE Industrier AB ser. B|2025-11-28|29.8|34.82|32.855000000000004|32.608333333333334|24|0.0|34.9
NIBE Industrier AB ser. B|2025-12-05|29.29|34.71|32.129999999999995|32.072|20|0.0|36.05
NIBE Industrier AB ser. B|2025-12-12|28.95|34.58|31.77|31.59315789473684|19|0.0|35.35
NIBE Industrier AB ser. B|2025-12-19|19.4|38.09|30.15|30.29641434262948|251|24.0|34.99
NIBE Industrier AB ser. B|2025-12-23|31.96|34.18|33.4|33.169333333333334|15|0.0|34.81
NIBE Industrier AB ser. B|2026-01-02|31.76|34.6|33.445|33.37428571428571|14|0.0|35.58
NIBE Industrier AB ser. B|2026-01-09|32.02|34.03|32.71|32.948181818181816|11||
NIBE Industrier AB ser. B|2026-01-16|27.2|33.54|31.6|31.272909090909092|55||
NIBE Industrier AB ser. B|2026-01-23|32.05|33.09|32.915|32.7425|4||
NIBE Industrier AB ser. B|2026-01-30|32.6|32.6|32.6|32.6|1||
NIBE Industrier AB ser. B|2026-02-06|32.19|32.19|32.19|32.19|1||
NIBE Industrier AB ser. B|2026-02-20|24.92|30.93|29.445|28.89|30||
New Wave Group AB ser. B|2024-04-19|104.47|104.47|104.47|104.47|1|0.0|108.3
New Wave Group AB ser. B|2024-05-17|96.01|105.72|97.05|99.11|5|0.0|112.4
New Wave Group AB ser. B|2024-06-20|93.91|118.53|109.795|108.08692307692309|26|3.0|115.4
New Wave Group AB ser. B|2024-07-19|92.19|114.37|107.74|106.02111111111111|45|6.0|110.6
New Wave Group AB ser. B|2024-08-16|90.43|108.68|99.26|98.48203389830508|59|1.0|107.0
New Wave Group AB ser. B|2024-09-20|88.71|112.94|98.005|99.64546875|64|1.0|110.8
New Wave Group AB ser. B|2024-10-18|87.2|109.83|102.14|100.44307692307693|65|2.0|108.9
New Wave Group AB ser. B|2024-11-15|87.08|106.01|97.28999999999999|97.57796875|64|19.0|98.15
New Wave Group AB ser. B|2024-12-20|86.63|101.28|93.01|93.14074626865673|67|10.0|96.3
New Wave Group AB ser. B|2025-01-17|85.47|100.5|91.965|91.94433333333333|60|0.0|102.7
New Wave Group AB ser. B|2025-02-21|79.19|111.83|85.22|88.75373134328358|67|0.0|113.5
New Wave Group AB ser. B|2025-03-21|79.78|106.79|93.07|93.06903225806451|62|18.0|101.5
New Wave Group AB ser. B|2025-04-16|77.82|104.33|93.87|92.71261538461538|65|42.0|90.6
New Wave Group AB ser. B|2025-05-16|69.99|119.61|87.37|91.0706779661017|59|0.0|120.0
New Wave Group AB ser. B|2025-06-19|67.93|121.17|105.19|97.63819672131147|61|2.0|120.0
New Wave Group AB ser. B|2025-07-18|69.28|124.62|109.795|105.86532258064516|62|5.0|120.4
New Wave Group AB ser. B|2025-08-15|95.57|114.5|105.45500000000001|105.04140625|64|37.0|105.1
New Wave Group AB ser. B|2025-09-19|97.36|111.77|104.68|104.3647619047619|63|2.0|110.6
New Wave Group AB ser. B|2025-10-17|94.79|111.11|103.33500000000001|103.27064516129032|62|0.0|114.6
New Wave Group AB ser. B|2025-11-21|87.81|111.62|97.11|98.51985074626866|67|6.0|108.8
New Wave Group AB ser. B|2025-12-19|91.77|111.7|100.41|100.81206349206349|63|1.0|111.6
New Wave Group AB ser. B|2026-01-16|95.61|109.65|103.6|103.0684|50||
New Wave Group AB ser. B|2026-02-20|93.56|98.98|96.62|96.74730769230769|26||
Nokia Corporation|2025-12-19|55.63|56.42|55.88|55.97666666666667|3|0.0|59.32
Nokia Corporation|2025-12-23|55.42|57.31|55.685|56.025|4|0.0|59.8
Nokia Corporation|2026-01-02|54.66|58.0|56.49|56.25285714285714|7|0.0|61.26
Nokia Corporation|2026-01-09|53.97|57.74|56.03|55.876666666666665|9||
Nokia Corporation|2026-01-16|52.77|57.58|55.230000000000004|54.958000000000006|10||
Nokia Corporation|2026-01-23|55.26|56.14|55.605000000000004|55.6525|4||
Nokia Corporation|2026-01-30|52.74|52.74|52.74|52.74|1||
Nokia Corporation|2026-02-06|52.1|52.1|52.1|52.1|1||
Nokia Corporation|2026-02-20|47.67|51.55|49.71|49.479|10||
Nordea Bank Abp|2024-04-19|120.36|120.36|120.36|120.36|1|0.0|126.6
Nordea Bank Abp|2024-04-26|119.59|128.34|125.86|124.71199999999999|5|1.0|127.9
Nordea Bank Abp|2024-05-03|119.1|127.42|125.34|124.84333333333332|9|0.0|127.55
Nordea Bank Abp|2024-05-10|118.56|129.2|125.11500000000001|124.83166666666666|12|0.0|132.3
Nordea Bank Abp|2024-05-17|117.68|130.49|124.0|124.7125|16|0.0|133.3
Nordea Bank Abp|2024-05-24|122.43|130.83|127.545|126.715|14|2.0|130.0
Nordea Bank Abp|2024-05-31|122.5|129.99|127.94|127.42|15|2.0|129.0
Nordea Bank Abp|2024-06-07|121.85|129.37|126.88|126.66894736842106|19|3.0|128.5
Nordea Bank Abp|2024-06-14|123.49|129.08|126.17500000000001|126.2090909090909|22|4.0|127.45
Nordea Bank Abp|2024-06-20|115.16|128.89|124.78999999999999|123.87925|40|4.0|127.3
Nordea Bank Abp|2024-06-28|122.4|127.99|124.01|124.10652173913043|23|1.0|126.1
Nordea Bank Abp|2024-07-05|121.62|127.22|123.03999999999999|123.63833333333332|18|2.0|126.5
Nordea Bank Abp|2024-07-12|119.81|126.23|122.07|122.67666666666666|18|1.0|126.2
Nordea Bank Abp|2024-07-19|112.37|124.33|120.06|120.25416666666666|60|11.0|122.35
Nordea Bank Abp|2024-07-26|116.17|123.66|120.07|120.09277777777778|18|0.0|125.05
Nordea Bank Abp|2024-08-02|115.73|123.84|120.13|120.1375|20|14.0|118.45
Nordea Bank Abp|2024-08-09|111.61|122.81|119.66|118.81777777777776|18|8.0|119.95
Nordea Bank Abp|2024-08-16|110.37|122.91|118.74000000000001|118.61078125|64|14.0|120.9
Nordea Bank Abp|2024-08-23|109.22|121.69|117.02|116.57421052631578|19|2.0|120.8
Nordea Bank Abp|2024-08-30|108.41|119.11|116.1|115.37526315789474|19|0.0|121.2
Nordea Bank Abp|2024-09-06|107.85|119.21|115.96|115.26043478260868|23|2.0|118.9
Nordea Bank Abp|2024-09-13|112.77|118.92|116.31|115.90879999999999|25|4.0|117.65
Nordea Bank Abp|2024-09-20|106.43|121.22|115.89|115.90158415841583|101|0.0|122.1
Nordea Bank Abp|2024-09-27|113.72|119.68|115.375|115.945|24|0.0|120.15
Nordea Bank Abp|2024-10-04|112.93|118.6|115.49|115.5142105263158|19|1.0|118.35
Nordea Bank Abp|2024-10-11|112.52|117.9|115.82|115.26166666666667|18|1.0|117.75
Nordea Bank Abp|2024-10-18|104.11|123.34|112.50999999999999|112.44191176470588|68|0.0|126.65
Nordea Bank Abp|2024-10-25|111.17|124.64|113.22|115.47684210526316|19|1.0|124.15
Nordea Bank Abp|2024-10-31|111.95|124.1|121.36|117.8721052631579|19|0.0|124.7
Nordea Bank Abp|2024-11-08|111.45|125.42|121.11|119.99631578947367|19|2.0|124.25
Nordea Bank Abp|2024-11-15|108.0|124.53|111.46|113.86942028985507|69|0.0|124.75
Nordea Bank Abp|2024-11-22|118.89|123.94|121.29|121.24789473684211|19|6.0|122.3
Nordea Bank Abp|2024-11-29|118.22|123.37|120.545|120.69777777777777|18|1.0|123.35
Nordea Bank Abp|2024-12-06|117.48|126.02|120.19999999999999|120.515|26|1.0|125.0
Nordea Bank Abp|2024-12-13|116.73|124.65|119.77|119.9596|25|2.0|123.1
Nordea Bank Abp|2024-12-20|100.89|123.59|111.39|112.52269461077844|167|34.0|117.6
Nordea Bank Abp|2024-12-27|116.22|123.8|119.43|119.46818181818183|22|8.0|119.85
Nordea Bank Abp|2025-01-03|115.34|122.09|119.13|119.018|15|0.0|122.4
Nordea Bank Abp|2025-01-10|114.42|123.99|118.52000000000001|119.04357142857143|14|0.0|125.0
Nordea Bank Abp|2025-01-17|108.33|126.25|117.575|117.77306451612904|62|0.0|128.85
Nordea Bank Abp|2025-01-24|115.39|131.35|122.53|122.89235294117647|17|0.0|132.85
Nordea Bank Abp|2025-01-31|115.72|132.03|122.18|122.80263157894737|19|1.0|131.85
Nordea Bank Abp|2025-02-07|115.26|131.08|123.945|123.44125000000001|24|1.0|130.95
Nordea Bank Abp|2025-02-14|117.52|131.63|126.07|125.1032|25|0.0|133.0
Nordea Bank Abp|2025-02-21|109.3|134.77|116.92|119.38597014925372|67|0.0|137.9
Nordea Bank Abp|2025-02-28|123.05|141.06|128.78|129.6608|25|0.0|141.2
Nordea Bank Abp|2025-03-07|125.25|141.09|132.975|133.048|20|0.0|144.4
Nordea Bank Abp|2025-03-14|127.34|140.23|136.24|135.154|20|0.0|143.75
Nordea Bank Abp|2025-03-21|92.29|123.79|104.97|105.31013953488372|215|0.0|130.9
Nordea Bank Abp|2025-03-28|116.73|128.48|121.16|122.667|20|0.0|129.55
Nordea Bank Abp|2025-04-04|119.28|127.0|123.25999999999999|123.126|20|20.0|116.45
Nordea Bank Abp|2025-04-11|99.68|126.08|122.225|119.06800000000001|20|15.0|118.35
Nordea Bank Abp|2025-04-16|101.11|124.56|114.16|113.8176119402985|67|0.0|126.2
Nordea Bank Abp|2025-04-25|99.3|125.61|118.82499999999999|115.77444444444444|18|0.0|130.0
Nordea Bank Abp|2025-05-02|98.49|130.47|120.11|116.65823529411765|17|0.0|134.95
Nordea Bank Abp|2025-05-09|108.17|134.08|125.18|123.64176470588234|17|0.0|135.55
Nordea Bank Abp|2025-05-16|99.82|136.54|119.28|119.41655737704917|61|0.0|140.2
Nordea Bank Abp|2025-05-23|122.79|138.75|130.8|131.17052631578946|19|4.0|137.0
Nordea Bank Abp|2025-05-30|124.98|137.89|132.915|132.527|20|0.0|138.85
Nordea Bank Abp|2025-06-05|124.31|138.18|133.84|132.53041666666667|24|0.0|139.3
Nordea Bank Abp|2025-06-13|128.18|136.53|134.43|133.8313043478261|23|5.0|136.05
Nordea Bank Abp|2025-06-19|91.94|135.68|113.87|113.50605839416059|137|0.0|136.35
Nordea Bank Abp|2025-06-20|84.86|101.12|94.3|94.28488721804511|133||
Nordea Bank Abp|2025-06-27|129.77|136.77|133.57999999999998|133.44772727272726|22|0.0|141.25
Nordea Bank Abp|2025-07-04|130.44|141.42|133.27|134.33052631578948|19|1.0|140.95
Nordea Bank Abp|2025-07-11|129.48|142.9|135.4|135.3957894736842|19|2.0|141.2
Nordea Bank Abp|2025-07-18|100.82|138.66|129.22|126.35276923076924|65|2.0|137.5
Nordea Bank Abp|2025-07-25|131.67|140.43|134.45999999999998|134.9115|20|0.0|140.95
Nordea Bank Abp|2025-08-01|132.2|141.48|134.505|135.82750000000001|20|2.0|141.25
Nordea Bank Abp|2025-08-08|131.43|143.81|136.735|136.64249999999998|20|0.0|146.8
Nordea Bank Abp|2025-08-15|122.66|151.17|130.635|131.96515151515152|66|0.0|153.4
Nordea Bank Abp|2025-08-22|134.73|150.37|141.77|142.3345|20|1.0|150.3
Nordea Bank Abp|2025-08-29|135.26|149.11|144.65|143.73399999999998|20|10.0|144.65
Nordea Bank Abp|2025-09-05|134.55|148.17|143.48|142.98|25|4.0|146.6
Nordea Bank Abp|2025-09-12|140.24|147.61|143.79|143.96200000000002|25|0.0|149.9
Nordea Bank Abp|2025-09-19|86.23|148.59|111.965|112.75795081967213|244|0.0|153.2
Nordea Bank Abp|2025-09-26|138.92|152.4|144.33|144.75719999999998|25|0.0|156.5
Nordea Bank Abp|2025-10-03|140.48|154.11|146.91|147.559|20|2.0|153.3
Nordea Bank Abp|2025-10-10|144.09|152.88|149.175|148.5445|20|0.0|154.2
Nordea Bank Abp|2025-10-17|124.64|157.66|139.69|138.85536231884058|69|0.0|158.7
Nordea Bank Abp|2025-10-24|144.14|157.93|146.97|149.149|20|0.0|159.05
Nordea Bank Abp|2025-10-30|143.61|159.54|152.36|150.9178947368421|19|0.0|163.25
Nordea Bank Abp|2025-11-07|142.22|158.22|152.68|150.572|25|0.0|159.15
Nordea Bank Abp|2025-11-14|143.21|164.23|152.98|153.33960000000002|25|2.0|163.15
Nordea Bank Abp|2025-11-21|132.82|162.22|142.44|144.56837837837838|74|1.0|161.7
Nordea Bank Abp|2025-11-28|150.1|166.32|155.08|156.45600000000002|25|0.0|167.05
Nordea Bank Abp|2025-12-05|152.18|167.14|159.405|159.3895|20|0.0|168.9
Nordea Bank Abp|2025-12-12|151.05|169.36|162.38|160.57049999999998|20|1.0|168.1
Nordea Bank Abp|2025-12-19|79.74|168.41|103.57|110.65769230769232|403|0.0|171.85
Nordea Bank Abp|2025-12-23|159.87|169.42|163.63|163.898125|16|0.0|172.8
Nordea Bank Abp|2026-01-02|160.85|172.44|163.99|165.33866666666665|15|0.0|175.9
