DataType|Stock|HistoricalPeakThreshold|ProbMethod|CurrentProb_Bin|DTE_Bin|RecoveryCandidate_N|RecoveryCandidate_WorthlessCount|RecoveryCandidate_WorthlessRate_pct|AllOptions_N|AllOptions_WorthlessCount|AllOptions_WorthlessRate_pct|RecoveryAdvantage_pp
stock|Husqvarna B|0.85|Bayesian Calibrated|50-60%|15-21|26|26|100.0|53|39|73.58490566037736|26.41509433962264
stock|Husqvarna B|0.85|Bayesian Calibrated|50-60%|8-14|22|17|77.27272727272727|48|24|50.0|27.272727272727263
stock|Husqvarna B|0.85|Bayesian Calibrated|50-60%|0-7|80|62|77.5|157|100|63.69426751592356|13.805732484076437
stock|Husqvarna B|0.85|Bayesian Calibrated|50-60%|36+|145|120|82.75862068965517|281|188|66.90391459074732|15.854706098907856
stock|Husqvarna B|0.85|Bayesian Calibrated|50-60%|29-35|18|17|94.44444444444444|39|24|61.53846153846154|32.9059829059829
stock|Intrum|0.85|Bayesian Calibrated|80-90%|0-7|8|8|100.0|10|10|100.0|0.0
stock|Intrum|0.85|Bayesian Calibrated|80-90%|15-21|18|18|100.0|21|20|95.23809523809524|4.761904761904773
stock|Intrum|0.85|Bayesian Calibrated|80-90%|8-14|24|24|100.0|44|42|95.45454545454544|4.545454545454547
stock|Intrum|0.85|Bayesian Calibrated|80-90%|36+|194|170|87.62886597938144|233|196|84.12017167381974|3.508694305561704
stock|Intrum|0.85|Bayesian Calibrated|80-90%|22-28|27|25|92.5925925925926|41|36|87.8048780487805|4.7877145438121005
stock|Intrum|0.85|Bayesian Calibrated|80-90%|29-35|19|15|78.94736842105263|21|16|76.19047619047619|2.7568922305764403
stock|Intrum|0.85|Bayesian Calibrated|70-80%|0-7|3|3|100.0|33|27|81.81818181818183|18.181818181818173
stock|Intrum|0.85|Bayesian Calibrated|70-80%|15-21|8|8|100.0|13|13|100.0|0.0
stock|Intrum|0.85|Bayesian Calibrated|70-80%|8-14|16|16|100.0|34|32|94.11764705882352|5.882352941176478
stock|Intrum|0.85|Bayesian Calibrated|70-80%|36+|192|167|86.97916666666666|253|200|79.05138339920948|7.927783267457173
stock|Intrum|0.85|Bayesian Calibrated|70-80%|22-28|16|15|93.75|36|26|72.22222222222221|21.527777777777786
stock|Intrum|0.85|Bayesian Calibrated|70-80%|29-35|14|10|71.42857142857143|22|14|63.63636363636363|7.792207792207797
stock|Intrum|0.85|Bayesian Calibrated|60-70%|15-21|22|22|100.0|69|53|76.81159420289855|23.188405797101453
stock|Intrum|0.85|Bayesian Calibrated|60-70%|0-7|6|6|100.0|20|13|65.0|35.0
stock|Intrum|0.85|Bayesian Calibrated|60-70%|22-28|8|4|50.0|11|7|63.63636363636363|-13.636363636363631
stock|Intrum|0.85|Bayesian Calibrated|60-70%|36+|166|142|85.54216867469879|224|159|70.98214285714286|14.560025817555925
stock|Intrum|0.85|Bayesian Calibrated|60-70%|8-14|10|10|100.0|11|11|100.0|0.0
stock|Intrum|0.85|Bayesian Calibrated|50-60%|15-21|14|11|78.57142857142857|24|16|66.66666666666666|11.904761904761912
stock|Industrivärden C|0.85|Bayesian Calibrated|80-90%|22-28|45|41|91.11111111111111|53|45|84.90566037735849|6.205450733752628
stock|Industrivärden C|0.85|Bayesian Calibrated|80-90%|0-7|27|22|81.48148148148148|87|75|86.20689655172413|-4.725415070242647
stock|Industrivärden C|0.85|Bayesian Calibrated|80-90%|15-21|67|60|89.55223880597015|79|65|82.27848101265823|7.2737577933119155
stock|Industrivärden C|0.85|Bayesian Calibrated|80-90%|36+|444|395|88.96396396396396|451|397|88.02660753880266|0.9373564251612976
stock|Industrivärden C|0.85|Bayesian Calibrated|80-90%|8-14|72|63|87.5|111|92|82.88288288288288|4.617117117117118
stock|Industrivärden C|0.85|Bayesian Calibrated|80-90%|29-35|78|67|85.8974358974359|83|69|83.13253012048193|2.7649057769539667
stock|Industrivärden C|0.85|Bayesian Calibrated|70-80%|22-28|107|98|91.58878504672896|151|118|78.1456953642384|13.443089682490566
stock|Industrivärden C|0.85|Bayesian Calibrated|70-80%|8-14|72|60|83.33333333333334|157|120|76.43312101910828|6.900212314225058
stock|Industrivärden C|0.85|Bayesian Calibrated|70-80%|15-21|30|26|86.66666666666667|35|27|77.14285714285715|9.523809523809518
stock|Industrivärden C|0.85|Bayesian Calibrated|70-80%|0-7|21|15|71.42857142857143|109|85|77.98165137614679|-6.553079947575355
stock|Industrivärden C|0.85|Bayesian Calibrated|70-80%|36+|254|214|84.25196850393701|279|221|79.21146953405018|5.040498969886826
stock|Industrivärden C|0.85|Bayesian Calibrated|70-80%|29-35|54|41|75.92592592592592|66|45|68.18181818181817|7.744107744107751
stock|Industrivärden C|0.85|Bayesian Calibrated|60-70%|22-28|129|108|83.72093023255815|202|144|71.28712871287128|12.433801519686869
stock|Industrivärden C|0.85|Bayesian Calibrated|60-70%|15-21|50|45|90.0|89|59|66.29213483146067|23.70786516853933
stock|Industrivärden C|0.85|Bayesian Calibrated|60-70%|8-14|43|35|81.3953488372093|106|80|75.47169811320755|5.923650724001746
stock|Industrivärden C|0.85|Bayesian Calibrated|60-70%|0-7|43|32|74.4186046511628|166|120|72.28915662650603|2.129448024656768
stock|Industrivärden C|0.85|Bayesian Calibrated|60-70%|36+|151|124|82.11920529801324|172|130|75.5813953488372|6.537809949176037
stock|Industrivärden C|0.85|Bayesian Calibrated|50-60%|8-14|42|30|71.42857142857143|109|66|60.550458715596335|10.878112712975096
stock|Industrivärden C|0.85|Bayesian Calibrated|50-60%|15-21|129|101|78.29457364341084|206|132|64.07766990291263|14.21690374049821
stock|Industrivärden C|0.85|Bayesian Calibrated|50-60%|0-7|3|2|66.66666666666666|19|12|63.1578947368421|3.5087719298245545
stock|Investor B|0.85|Bayesian Calibrated|80-90%|22-28|22|21|95.45454545454544|24|21|87.5|7.954545454545453
stock|Investor B|0.85|Bayesian Calibrated|80-90%|15-21|15|15|100.0|15|15|100.0|0.0
stock|Investor B|0.85|Bayesian Calibrated|80-90%|8-14|86|82|95.34883720930232|101|86|85.14851485148515|10.200322357817186
stock|Investor B|0.85|Bayesian Calibrated|80-90%|0-7|39|36|92.3076923076923|56|49|87.5|4.807692307692307
stock|Investor B|0.85|Bayesian Calibrated|80-90%|36+|251|228|90.83665338645416|256|229|89.453125|1.3835283864541736
stock|Investor B|0.85|Bayesian Calibrated|80-90%|29-35|11|9|81.81818181818183|11|9|81.81818181818183|0.0
stock|Investor B|0.85|Bayesian Calibrated|70-80%|22-28|33|31|93.93939393939394|41|35|85.36585365853658|8.573540280857358
stock|Investor B|0.85|Bayesian Calibrated|70-80%|0-7|67|64|95.52238805970148|98|83|84.6938775510204|10.828510508681076
stock|Investor B|0.85|Bayesian Calibrated|70-80%|15-21|11|11|100.0|13|12|92.3076923076923|7.692307692307693
stock|Investor B|0.85|Bayesian Calibrated|70-80%|8-14|37|34|91.8918918918919|51|35|68.62745098039215|23.264440911499747
stock|Investor B|0.85|Bayesian Calibrated|70-80%|36+|173|152|87.86127167630057|186|156|83.87096774193549|3.990303934365088
stock|Investor B|0.85|Bayesian Calibrated|70-80%|29-35|13|11|84.61538461538461|15|11|73.33333333333333|11.282051282051285
stock|Investor B|0.85|Bayesian Calibrated|60-70%|22-28|42|37|88.09523809523809|48|40|83.33333333333334|4.761904761904745
stock|Investor B|0.85|Bayesian Calibrated|60-70%|15-21|14|14|100.0|24|16|66.66666666666666|33.33333333333334
stock|Investor B|0.85|Bayesian Calibrated|60-70%|8-14|39|35|89.74358974358975|52|38|73.07692307692307|16.666666666666686
stock|Investor B|0.85|Bayesian Calibrated|60-70%|29-35|28|21|75.0|32|21|65.625|9.375
stock|Investor B|0.85|Bayesian Calibrated|60-70%|0-7|41|37|90.2439024390244|75|55|73.33333333333333|16.910569105691067
stock|Investor B|0.85|Bayesian Calibrated|60-70%|36+|29|23|79.3103448275862|30|23|76.66666666666667|2.643678160919535
stock|Investor B|0.85|Bayesian Calibrated|50-60%|15-21|24|21|87.5|35|24|68.57142857142857|18.92857142857143
stock|Investor B|0.85|Bayesian Calibrated|50-60%|8-14|16|13|81.25|22|14|63.63636363636363|17.613636363636367
stock|Investor B|0.85|Bayesian Calibrated|50-60%|36+|24|17|70.83333333333334|28|17|60.71428571428571|10.119047619047636
stock|JM|0.85|Bayesian Calibrated|60-70%|22-28|17|15|88.23529411764706|25|19|76.0|12.235294117647058
stock|JM|0.85|Bayesian Calibrated|60-70%|8-14|17|12|70.58823529411765|28|17|60.71428571428571|9.873949579831944
stock|JM|0.85|Bayesian Calibrated|60-70%|15-21|11|6|54.54545454545454|18|10|55.55555555555556|-1.0101010101010175
stock|JM|0.85|Bayesian Calibrated|60-70%|0-7|3|2|66.66666666666666|20|13|65.0|1.6666666666666572
stock|JM|0.85|Bayesian Calibrated|60-70%|36+|207|178|85.99033816425121|277|212|76.53429602888086|9.456042135370351
stock|JM|0.85|Bayesian Calibrated|60-70%|29-35|19|14|73.68421052631578|25|15|60.0|13.68421052631578
stock|JM|0.85|Bayesian Calibrated|80-90%|22-28|29|25|86.20689655172413|29|25|86.20689655172413|0.0
stock|JM|0.85|Bayesian Calibrated|80-90%|15-21|41|29|70.73170731707317|44|32|72.72727272727273|-1.9955654101995608
stock|JM|0.85|Bayesian Calibrated|80-90%|8-14|36|30|83.33333333333334|39|33|84.61538461538461|-1.2820512820512704
stock|JM|0.85|Bayesian Calibrated|80-90%|0-7|2|1|50.0|38|23|60.526315789473685|-10.526315789473683
stock|JM|0.85|Bayesian Calibrated|80-90%|36+|225|206|91.55555555555556|257|227|88.32684824902724|3.228707306528321
stock|JM|0.85|Bayesian Calibrated|80-90%|29-35|26|22|84.61538461538461|26|22|84.61538461538461|0.0
stock|JM|0.85|Bayesian Calibrated|50-60%|22-28|18|13|72.22222222222221|30|16|53.333333333333336|18.88888888888888
stock|JM|0.85|Bayesian Calibrated|50-60%|15-21|20|15|75.0|34|18|52.94117647058824|22.05882352941176
stock|JM|0.85|Bayesian Calibrated|50-60%|8-14|7|6|85.71428571428571|45|25|55.55555555555556|30.15873015873015
stock|JM|0.85|Bayesian Calibrated|50-60%|0-7|8|5|62.5|22|13|59.09090909090909|3.4090909090909065
stock|JM|0.85|Bayesian Calibrated|50-60%|36+|170|144|84.70588235294117|243|171|70.37037037037037|14.335511982570807
stock|JM|0.85|Bayesian Calibrated|50-60%|29-35|25|18|72.0|39|21|53.84615384615385|18.15384615384616
stock|JM|0.85|Bayesian Calibrated|70-80%|0-7|13|10|76.92307692307693|28|22|78.57142857142857|-1.6483516483516354
stock|JM|0.85|Bayesian Calibrated|70-80%|8-14|33|23|69.6969696969697|89|63|70.78651685393258|-1.0895471569628796
stock|JM|0.85|Bayesian Calibrated|70-80%|15-21|18|14|77.77777777777779|24|15|62.5|15.277777777777786
stock|JM|0.85|Bayesian Calibrated|70-80%|36+|197|178|90.35532994923858|246|208|84.5528455284553|5.802484420783287
stock|JM|0.85|Bayesian Calibrated|70-80%|29-35|38|28|73.68421052631578|43|30|69.76744186046511|3.916768665850668
stock|JM|0.85|Bayesian Calibrated|70-80%|22-28|5|4|80.0|8|5|62.5|17.5
stock|Kinnevik B|0.85|Bayesian Calibrated|80-90%|22-28|72|65|90.2777777777778|98|85|86.73469387755102|3.543083900226762
stock|Kinnevik B|0.85|Bayesian Calibrated|80-90%|0-7|98|86|87.75510204081633|110|92|83.63636363636363|4.118738404452699
stock|Kinnevik B|0.85|Bayesian Calibrated|80-90%|15-21|36|33|91.66666666666666|70|61|87.14285714285714|4.523809523809518
stock|Kinnevik B|0.85|Bayesian Calibrated|80-90%|8-14|60|47|78.33333333333333|86|66|76.74418604651163|1.5891472868216994
stock|Kinnevik B|0.85|Bayesian Calibrated|80-90%|36+|82|70|85.36585365853658|129|104|80.62015503875969|4.745698619776888
stock|Kinnevik B|0.85|Bayesian Calibrated|80-90%|29-35|54|46|85.18518518518519|80|64|80.0|5.1851851851851904
stock|Kinnevik B|0.85|Bayesian Calibrated|70-80%|22-28|51|49|96.07843137254902|85|67|78.82352941176471|17.25490196078431
stock|Kinnevik B|0.85|Bayesian Calibrated|70-80%|0-7|14|11|78.57142857142857|28|20|71.42857142857143|7.142857142857139
stock|Kinnevik B|0.85|Bayesian Calibrated|70-80%|15-21|51|43|84.31372549019608|74|57|77.02702702702703|7.286698463169046
stock|Kinnevik B|0.85|Bayesian Calibrated|70-80%|8-14|67|56|83.5820895522388|122|84|68.85245901639344|14.72963053584536
stock|Kinnevik B|0.85|Bayesian Calibrated|70-80%|36+|113|99|87.61061946902655|197|149|75.63451776649747|11.976101702529078
stock|Kinnevik B|0.85|Bayesian Calibrated|70-80%|29-35|44|35|79.54545454545455|68|51|75.0|4.545454545454547
stock|Kinnevik B|0.85|Bayesian Calibrated|60-70%|22-28|34|28|82.35294117647058|76|48|63.1578947368421|19.19504643962848
stock|Kinnevik B|0.85|Bayesian Calibrated|60-70%|15-21|17|17|100.0|24|23|95.83333333333334|4.166666666666657
stock|Kinnevik B|0.85|Bayesian Calibrated|60-70%|8-14|47|40|85.1063829787234|109|68|62.38532110091744|22.721061877805965
stock|Kinnevik B|0.85|Bayesian Calibrated|60-70%|0-7|44|32|72.72727272727273|91|56|61.53846153846154|11.188811188811194
stock|Kinnevik B|0.85|Bayesian Calibrated|60-70%|36+|166|146|87.95180722891565|385|272|70.64935064935065|17.302456579565003
stock|Kinnevik B|0.85|Bayesian Calibrated|60-70%|29-35|19|16|84.21052631578947|39|23|58.97435897435898|25.236167341430487
stock|Kinnevik B|0.85|Bayesian Calibrated|50-60%|22-28|16|15|93.75|64|33|51.5625|42.1875
stock|Kinnevik B|0.85|Bayesian Calibrated|50-60%|15-21|28|26|92.85714285714286|41|34|82.92682926829268|9.930313588850185
stock|Kinnevik B|0.85|Bayesian Calibrated|50-60%|8-14|36|28|77.77777777777779|76|41|53.94736842105263|23.83040935672516
stock|Kinnevik B|0.85|Bayesian Calibrated|50-60%|36+|139|117|84.17266187050359|355|205|57.74647887323944|26.42618299726415
stock|Kinnevik B|0.85|Bayesian Calibrated|50-60%|29-35|12|12|100.0|32|18|56.25|43.75
stock|Kinnevik B|0.85|Bayesian Calibrated|50-60%|0-7|17|11|64.70588235294117|36|22|61.11111111111112|3.59477124183006
stock|Kindred Group plc|0.85|Bayesian Calibrated|60-70%|15-21|0|0||3|3|100.0|
stock|Kindred Group plc|0.85|Bayesian Calibrated|60-70%|36+|7|7|100.0|15|15|100.0|0.0
stock|Kindred Group plc|0.85|Bayesian Calibrated|80-90%|15-21|1|1|100.0|3|3|100.0|0.0
stock|Kindred Group plc|0.85|Bayesian Calibrated|80-90%|36+|6|6|100.0|7|7|100.0|0.0
stock|Kindred Group plc|0.85|Bayesian Calibrated|80-90%|22-28|1|1|100.0|2|2|100.0|0.0
stock|Kindred Group plc|0.85|Bayesian Calibrated|80-90%|8-14|0|0||1|1|100.0|
stock|Kindred Group plc|0.85|Bayesian Calibrated|80-90%|29-35|1|1|100.0|1|1|100.0|0.0
stock|Kindred Group plc|0.85|Bayesian Calibrated|70-80%|15-21|0|0||3|2|66.66666666666666|
stock|Kindred Group plc|0.85|Bayesian Calibrated|70-80%|36+|8|8|100.0|15|15|100.0|0.0
stock|Kindred Group plc|0.85|Bayesian Calibrated|70-80%|22-28|1|1|100.0|2|2|100.0|0.0
stock|Kindred Group plc|0.85|Bayesian Calibrated|70-80%|29-35|0|0||1|1|100.0|
stock|Kindred Group plc|0.85|Bayesian Calibrated|50-60%|22-28|1|1|100.0|3|2|66.66666666666666|33.33333333333334
stock|Kindred Group plc|0.85|Bayesian Calibrated|50-60%|36+|1|1|100.0|4|4|100.0|0.0
stock|Kindred Group plc|0.85|Bayesian Calibrated|50-60%|29-35|3|3|100.0|3|3|100.0|0.0
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|70-80%|22-28|56|46|82.14285714285714|90|70|77.77777777777779|4.365079365079353
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|70-80%|15-21|20|16|80.0|34|22|64.70588235294117|15.294117647058826
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|70-80%|0-7|18|15|83.33333333333334|29|24|82.75862068965517|0.5747126436781684
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|70-80%|36+|189|164|86.77248677248677|210|171|81.42857142857143|5.3439153439153415
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|70-80%|8-14|12|10|83.33333333333334|29|22|75.86206896551724|7.471264367816104
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|70-80%|29-35|21|19|90.47619047619048|31|23|74.19354838709677|16.282642089093713
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|60-70%|22-28|59|48|81.35593220338984|106|73|68.86792452830188|12.488007675087957
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|60-70%|0-7|12|12|100.0|42|30|71.42857142857143|28.57142857142857
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|60-70%|15-21|44|38|86.36363636363636|79|52|65.82278481012658|20.540851553509786
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|60-70%|36+|147|120|81.63265306122449|205|138|67.31707317073172|14.31557989049277
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|60-70%|8-14|20|15|75.0|55|34|61.81818181818181|13.181818181818189
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|60-70%|29-35|6|5|83.33333333333334|14|9|64.28571428571429|19.04761904761905
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|50-60%|22-28|6|5|83.33333333333334|28|14|50.0|33.33333333333334
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|50-60%|15-21|51|44|86.27450980392157|98|61|62.24489795918368|24.0296118447379
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|50-60%|0-7|9|8|88.88888888888889|41|26|63.41463414634146|25.474254742547423
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|50-60%|36+|126|101|80.15873015873017|191|115|60.20942408376963|19.94930607496053
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|50-60%|8-14|9|7|77.77777777777779|35|23|65.71428571428571|12.063492063492076
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|50-60%|29-35|8|5|62.5|19|9|47.368421052631575|15.131578947368425
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|80-90%|15-21|0|0||2|2|100.0|
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|80-90%|36+|177|162|91.52542372881356|179|162|90.5027932960894|1.0226304327241706
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|80-90%|22-28|45|35|77.77777777777779|49|39|79.59183673469387|-1.8140589569160848
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|80-90%|8-14|72|57|79.16666666666666|72|57|79.16666666666666|0.0
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|80-90%|29-35|82|72|87.8048780487805|88|74|84.0909090909091|3.713968957871401
stock|Latour, Investmentab B|0.85|Bayesian Calibrated|80-90%|0-7|6|6|100.0|6|6|100.0|0.0
stock|Lifco B|0.85|Bayesian Calibrated|80-90%|22-28|7|6|85.71428571428571|16|15|93.75|-8.035714285714292
stock|Lifco B|0.85|Bayesian Calibrated|80-90%|0-7|6|6|100.0|17|15|88.23529411764706|11.764705882352942
stock|Lifco B|0.85|Bayesian Calibrated|80-90%|15-21|7|7|100.0|12|10|83.33333333333334|16.666666666666657
stock|Lifco B|0.85|Bayesian Calibrated|80-90%|8-14|7|7|100.0|19|14|73.68421052631578|26.31578947368422
stock|Lifco B|0.85|Bayesian Calibrated|80-90%|29-35|3|3|100.0|3|3|100.0|0.0
stock|Lifco B|0.85|Bayesian Calibrated|80-90%|36+|40|37|92.5|47|44|93.61702127659576|-1.11702127659575
stock|Lifco B|0.85|Bayesian Calibrated|70-80%|22-28|6|6|100.0|10|9|90.0|10.0
stock|Lifco B|0.85|Bayesian Calibrated|70-80%|0-7|6|6|100.0|20|17|85.0|15.0
stock|Lifco B|0.85|Bayesian Calibrated|70-80%|15-21|9|9|100.0|16|14|87.5|12.5
stock|Lifco B|0.85|Bayesian Calibrated|70-80%|8-14|2|2|100.0|12|8|66.66666666666666|33.33333333333334
stock|Lifco B|0.85|Bayesian Calibrated|70-80%|29-35|7|7|100.0|7|7|100.0|0.0
stock|Lifco B|0.85|Bayesian Calibrated|70-80%|36+|24|20|83.33333333333334|37|29|78.37837837837837|4.954954954954971
stock|Lifco B|0.85|Bayesian Calibrated|60-70%|22-28|4|4|100.0|5|5|100.0|0.0
stock|Lifco B|0.85|Bayesian Calibrated|60-70%|0-7|5|5|100.0|26|19|73.07692307692307|26.92307692307693
stock|Lifco B|0.85|Bayesian Calibrated|60-70%|8-14|2|2|100.0|20|15|75.0|25.0
stock|Lifco B|0.85|Bayesian Calibrated|60-70%|15-21|7|7|100.0|16|8|50.0|50.0
stock|Lifco B|0.85|Bayesian Calibrated|60-70%|29-35|1|1|100.0|5|4|80.0|20.0
stock|Lifco B|0.85|Bayesian Calibrated|60-70%|36+|31|27|87.09677419354838|54|37|68.51851851851852|18.578255675029865
stock|Lifco B|0.85|Bayesian Calibrated|50-60%|22-28|2|2|100.0|7|5|71.42857142857143|28.57142857142857
stock|Lifco B|0.85|Bayesian Calibrated|50-60%|0-7|2|1|50.0|23|14|60.86956521739131|-10.869565217391312
stock|Lifco B|0.85|Bayesian Calibrated|50-60%|8-14|0|0||10|6|60.0|
stock|Lifco B|0.85|Bayesian Calibrated|50-60%|15-21|7|7|100.0|14|7|50.0|50.0
stock|Lifco B|0.85|Bayesian Calibrated|50-60%|36+|7|6|85.71428571428571|35|15|42.85714285714285|42.85714285714285
stock|Lifco B|0.85|Bayesian Calibrated|50-60%|29-35|1|1|100.0|2|2|100.0|0.0
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|80-90%|22-28|75|69|92.0|76|70|92.10526315789474|-0.1052631578947398
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|80-90%|15-21|103|73|70.87378640776699|122|85|69.67213114754098|1.2016552602260049
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|80-90%|0-7|47|47|100.0|90|80|88.88888888888889|11.111111111111114
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|80-90%|8-14|73|65|89.04109589041096|80|71|88.75|0.2910958904109577
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|80-90%|36+|365|333|91.23287671232876|371|335|90.29649595687331|0.9363807554554596
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|80-90%|29-35|79|74|93.67088607594935|86|80|93.02325581395348|0.6476302619958858
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|70-80%|22-28|52|44|84.61538461538461|75|64|85.33333333333334|-0.7179487179487296
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|70-80%|0-7|27|25|92.5925925925926|77|65|84.4155844155844|8.17700817700819
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|70-80%|15-21|95|77|81.05263157894737|117|85|72.64957264957265|8.403058929374723
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|70-80%|8-14|54|51|94.44444444444444|106|74|69.81132075471697|24.63312368972747
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|70-80%|36+|383|339|88.51174934725849|456|353|77.41228070175438|11.099468645504103
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|70-80%|29-35|50|45|90.0|64|52|81.25|8.75
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|60-70%|22-28|27|21|77.77777777777779|42|31|73.80952380952381|3.968253968253976
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|60-70%|0-7|62|52|83.87096774193549|140|97|69.28571428571428|14.58525345622121
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|60-70%|8-14|78|66|84.61538461538461|123|90|73.17073170731707|11.44465290806754
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|60-70%|36+|177|138|77.96610169491525|219|151|68.94977168949772|9.01633000541753
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|60-70%|29-35|17|15|88.23529411764706|26|18|69.23076923076923|19.00452488687783
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|60-70%|15-21|13|12|92.3076923076923|29|22|75.86206896551724|16.445623342175068
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|50-60%|8-14|38|26|68.42105263157895|68|39|57.35294117647059|11.068111455108358
stock|Lundin Mining Corporation|0.85|Bayesian Calibrated|50-60%|22-28|51|37|72.54901960784314|74|48|64.86486486486487|7.684154742978265
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|80-90%|22-28|46|41|89.13043478260869|60|47|78.33333333333333|10.79710144927536
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|80-90%|15-21|7|7|100.0|13|13|100.0|0.0
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|80-90%|8-14|11|11|100.0|13|13|100.0|0.0
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|80-90%|0-7|6|6|100.0|22|20|90.9090909090909|9.090909090909092
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|80-90%|36+|208|191|91.82692307692308|249|226|90.76305220883532|1.063870868087733
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|80-90%|29-35|9|9|100.0|12|11|91.66666666666666|8.333333333333343
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|60-70%|22-28|19|18|94.73684210526316|39|28|71.7948717948718|22.941970310391355
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|60-70%|0-7|1|1|100.0|52|38|73.07692307692307|26.92307692307693
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|60-70%|15-21|5|5|100.0|22|19|86.36363636363636|13.63636363636364
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|60-70%|8-14|2|2|100.0|35|29|82.85714285714286|17.14285714285714
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|60-70%|36+|135|118|87.4074074074074|249|159|63.85542168674698|23.551985720660426
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|60-70%|29-35|32|28|87.5|40|32|80.0|7.5
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|70-80%|22-28|24|21|87.5|44|35|79.54545454545455|7.954545454545453
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|70-80%|15-21|10|9|90.0|23|16|69.56521739130434|20.434782608695656
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|70-80%|8-14|5|5|100.0|53|49|92.45283018867924|7.547169811320757
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|70-80%|36+|173|156|90.17341040462428|248|197|79.43548387096774|10.737926533656534
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|70-80%|29-35|30|29|96.66666666666669|36|34|94.44444444444444|2.2222222222222285
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|70-80%|0-7|5|5|100.0|29|23|79.3103448275862|20.6896551724138
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|50-60%|15-21|8|4|50.0|45|22|48.888888888888886|1.1111111111111145
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|50-60%|8-14|11|8|72.72727272727273|36|26|72.22222222222221|0.5050505050505194
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|50-60%|36+|55|50|90.9090909090909|124|77|62.096774193548384|28.81231671554252
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|50-60%|22-28|6|5|83.33333333333334|18|11|61.11111111111112|22.22222222222223
stock|Modern Times Group MTG B|0.85|Bayesian Calibrated|50-60%|0-7|3|2|66.66666666666666|9|8|88.88888888888889|-22.22222222222223
stock|NCC B|0.85|Bayesian Calibrated|80-90%|22-28|81|74|91.35802469135804|86|75|87.20930232558139|4.148722365776635
