date|name|open|high|low|close|volume|pct_change_close|country
2020-04-15|AAK|167.4|169.5|166.2|167.15|557742.0|-0.0011951000896324|SE
2020-04-16|AAK|168.6|174.25|166.4|170.15|522864.0|0.0179479509422675|SE
2020-04-17|AAK|174.45|177.9|172.8|175.4|734719.0|0.0308551278283866|SE
2020-04-20|AAK|177.0|178.6|175.7|178.0|344821.0|0.0148232611174456|SE
2020-04-21|AAK|177.8|178.15|172.5|172.7|359017.0|-0.0297752808988764|SE
2020-04-22|AAK|172.9|174.55|171.65|172.85|450893.0|0.0008685581933989|SE
2020-04-23|AAK|173.65|175.5|172.45|173.55|490293.0|0.0040497541220712|SE
2020-04-24|AAK|175.35|177.5|164.85|164.85|922884.0|-0.0501296456352636|SE
2020-04-27|AAK|164.8|164.8|149.25|151.1|1684913.0|-0.0834091598422808|SE
2020-04-28|AAK|152.0|157.5|149.7|157.0|1133551.0|0.0390469887491726|SE
2020-04-29|AAK|158.0|164.0|155.0|162.85|1092890.0|0.0372611464968153|SE
2020-04-30|AAK|163.5|163.5|160.05|160.45|256844.0|-0.0147374884863371|SE
2020-05-04|AAK|157.15|159.9|153.6|153.6|911160.0|-0.0426924275475225|SE
2020-05-05|AAK|154.0|160.2|154.0|158.5|464056.0|0.0319010416666667|SE
2020-05-06|AAK|158.65|163.0|158.1|161.25|399323.0|0.0173501577287065|SE
2020-05-07|AAK|160.95|163.3|160.15|161.25|321315.0|0.0|SE
2020-05-08|AAK|162.15|165.55|161.85|163.7|334431.0|0.0151937984496124|SE
2020-05-11|AAK|163.75|166.35|162.1|164.35|374259.0|0.0039706780696395|SE
2020-05-12|AAK|163.9|167.6|163.1|166.15|373961.0|0.0109522360815332|SE
2020-05-13|AAK|164.95|165.0|160.6|163.15|401768.0|-0.0180559735179055|SE
2020-05-14|AAK|162.5|162.5|153.8|155.0|547385.0|-0.0499540300337113|SE
2020-05-15|AAK|158.0|159.15|155.45|156.0|597681.0|0.0064516129032257|SE
2020-05-18|AAK|157.0|160.3|157.0|159.65|493882.0|0.023397435897436|SE
2020-05-19|AAK|161.0|162.2|157.85|161.15|333871.0|0.009395552771688|SE
2020-05-20|AAK|159.15|165.6|159.15|162.8|344218.0|0.0102389078498292|SE
2020-05-22|AAK|161.0|165.0|161.0|163.45|357470.0|0.0039926289926288|SE
2020-05-25|AAK|165.05|169.85|164.7|167.8|408920.0|0.0266136433159989|SE
2020-05-26|AAK|169.5|170.5|167.65|169.65|467117.0|0.0110250297973777|SE
2020-05-27|AAK|167.85|169.5|158.6|159.9|1494678.0|-0.0574712643678161|SE
2020-05-28|AAK|163.3|173.3|161.95|172.0|1311315.0|0.0756722951844903|SE
2020-05-29|AAK|171.55|173.4|168.55|171.35|1049216.0|-0.0037790697674419|SE
2020-06-01|AAK|171.35|173.6|170.6|172.05|369636.0|0.0040852057192881|SE
2020-06-02|AAK|174.4|175.45|172.5|172.5|366336.0|0.0026155187445509|SE
2020-06-03|AAK|173.15|175.8|172.55|173.85|589888.0|0.0078260869565216|SE
2020-06-04|AAK|173.85|174.45|167.65|172.5|789844.0|-0.0077653149266608|SE
2020-06-05|AAK|172.5|172.5|168.5|170.4|559553.0|-0.0121739130434782|SE
2020-06-08|AAK|170.05|170.05|163.5|165.2|959373.0|-0.0305164319248827|SE
2020-06-09|AAK|166.05|168.05|163.55|167.65|601062.0|0.0148305084745763|SE
2020-06-10|AAK|168.45|171.7|168.2|170.0|366067.0|0.0140172979421413|SE
2020-06-11|AAK|169.85|169.85|164.25|164.5|518952.0|-0.0323529411764705|SE
2020-06-12|AAK|162.6|165.4|161.15|163.7|315570.0|-0.0048632218844985|SE
2020-06-15|AAK|161.55|163.85|159.35|163.85|840837.0|0.000916310323763|SE
2020-06-16|AAK|163.8|167.55|163.1|167.55|626043.0|0.0225816295392127|SE
2020-06-17|AAK|167.55|168.45|166.1|167.15|461516.0|-0.0023873470605789|SE
2020-06-18|AAK|167.15|167.65|165.8|166.9|351198.0|-0.0014956625785222|SE
2020-06-22|AAK|166.5|166.6|162.95|163.7|404267.0|-0.0191731575793889|SE
2020-06-23|AAK|164.05|165.1|162.75|164.15|487720.0|0.0027489309712891|SE
2020-06-24|AAK|164.0|164.0|161.05|161.05|330930.0|-0.0188851660067012|SE
2020-06-25|AAK|160.55|165.05|158.75|163.8|441264.0|0.0170754424091896|SE
2020-06-26|AAK|163.8|165.75|163.0|164.6|309207.0|0.0048840048840048|SE
2020-06-29|AAK|163.0|164.0|158.65|161.65|341209.0|-0.0179222357229646|SE
2020-06-30|AAK|161.2|163.0|159.3|160.1|425697.0|-0.0095886173832354|SE
2020-07-01|AAK|160.2|161.45|157.7|161.0|440545.0|0.0056214865708932|SE
2020-07-02|AAK|162.0|162.4|157.75|159.1|579660.0|-0.0118012422360248|SE
2020-07-03|AAK|159.65|162.55|159.15|159.15|421597.0|0.0003142677561283|SE
2020-07-06|AAK|160.0|161.35|158.95|160.0|354836.0|0.0053408733898836|SE
2020-07-07|AAK|159.95|161.15|158.0|160.0|416082.0|0.0|SE
2020-07-08|AAK|159.65|160.3|157.35|158.2|359368.0|-0.01125|SE
2020-07-09|AAK|158.2|158.85|155.45|155.45|340358.0|-0.0173830594184576|SE
2020-07-10|AAK|155.45|157.25|154.35|156.65|503189.0|0.007719523962689|SE
2020-07-13|AAK|157.0|158.5|157.0|157.3|316782.0|0.0041493775933609|SE
2020-07-14|AAK|157.25|158.0|154.85|157.45|247537.0|0.0009535918626826|SE
2020-07-15|AAK|158.45|163.6|157.9|162.8|433556.0|0.0339790409653859|SE
2020-07-16|AAK|162.8|164.2|160.2|163.3|482939.0|0.0030712530712531|SE
2020-07-17|AAK|164.8|166.0|147.5|151.1|1594772.0|-0.074709124311084|SE
2020-07-20|AAK|154.15|155.75|147.95|150.45|1056595.0|-0.0043017868960953|SE
2020-07-21|AAK|150.9|154.95|150.7|154.15|503168.0|0.0245928880026589|SE
2020-07-22|AAK|154.15|155.1|152.35|153.75|399227.0|-0.0025948751216348|SE
2020-07-23|AAK|154.5|159.35|154.5|157.55|576196.0|0.0247154471544717|SE
2020-07-24|AAK|155.5|159.4|154.35|157.6|630267.0|0.0003173595683909|SE
2020-07-27|AAK|157.6|159.15|155.8|157.55|268465.0|-0.0003172588832486|SE
2020-07-28|AAK|157.5|158.05|156.65|157.45|275133.0|-0.0006347191367821|SE
2020-07-29|AAK|156.65|159.05|156.35|158.15|173042.0|0.0044458558272468|SE
2020-07-30|AAK|158.5|158.9|154.85|155.6|229740.0|-0.0161239329750237|SE
2020-07-31|AAK|155.55|157.0|154.25|154.8|222616.0|-0.0051413881748071|SE
2020-08-03|AAK|155.4|156.0|152.8|155.85|207191.0|0.0067829457364338|SE
2020-08-04|AAK|155.8|155.8|153.45|155.65|208374.0|-0.0012832852101378|SE
2020-08-05|AAK|155.65|161.95|155.5|161.4|451311.0|0.0369418567298425|SE
2020-08-06|AAK|160.55|161.55|157.65|159.6|382065.0|-0.0111524163568773|SE
2020-08-07|AAK|159.55|164.15|158.25|163.65|228064.0|0.025375939849624|SE
2020-08-10|AAK|164.65|165.2|162.45|165.15|346819.0|0.0091659028414299|SE
2020-08-11|AAK|165.0|165.8|162.3|163.4|312504.0|-0.0105964274901604|SE
2020-08-12|AAK|163.35|163.9|159.1|163.45|335749.0|0.0003059975520194|SE
2020-08-13|AAK|163.45|167.45|162.45|167.2|309089.0|0.0229427959620678|SE
2020-08-14|AAK|167.0|167.05|164.2|165.6|566225.0|-0.0095693779904305|SE
2020-08-17|AAK|165.6|166.8|163.25|166.05|278560.0|0.0027173913043478|SE
2020-08-18|AAK|164.2|167.35|164.2|166.5|444662.0|0.0027100271002709|SE
2020-08-19|AAK|166.5|167.95|166.2|167.95|256032.0|0.0087087087087085|SE
2020-08-20|AAK|168.0|171.7|166.35|170.55|444805.0|0.015480797856505|SE
2020-08-21|AAK|170.55|171.45|167.9|169.65|307935.0|-0.0052770448548813|SE
2020-08-24|AAK|169.65|172.3|169.55|171.15|437672.0|0.0088417329796639|SE
2020-08-25|AAK|171.2|177.45|171.0|176.65|535195.0|0.0321355536079461|SE
2020-08-26|AAK|176.0|177.85|174.1|177.85|487031.0|0.0067930936880837|SE
2020-08-27|AAK|177.45|177.75|175.65|177.05|329666.0|-0.004498172617374|SE
2020-08-28|AAK|176.4|177.3|170.5|173.1|476981.0|-0.022310081897769|SE
2020-08-31|AAK|173.1|173.9|170.9|171.35|559079.0|-0.010109763142692|SE
2020-09-01|AAK|172.0|172.2|167.7|169.6|550939.0|-0.0102130142982199|SE
2020-09-02|AAK|170.45|173.15|169.55|171.0|473353.0|0.008254716981132|SE
2020-09-03|AAK|170.65|175.05|169.8|171.2|415206.0|0.0011695906432747|SE
2020-09-04|AAK|171.0|171.2|166.85|167.6|334936.0|-0.0210280373831774|SE
2020-09-07|AAK|167.2|171.65|167.2|171.6|205574.0|0.0238663484486874|SE
2020-09-08|AAK|171.6|171.85|166.9|168.5|424554.0|-0.0180652680652679|SE
2020-09-09|AAK|166.2|169.65|166.05|169.0|717961.0|0.002967359050445|SE
2020-09-10|AAK|169.0|169.75|165.05|166.15|492337.0|-0.0168639053254437|SE
2020-09-11|AAK|166.15|168.55|165.85|167.4|318923.0|0.0075233222991273|SE
2020-09-14|AAK|167.35|169.35|166.1|168.0|285938.0|0.0035842293906809|SE
2020-09-15|AAK|166.75|171.65|166.75|170.3|965518.0|0.0136904761904763|SE
2020-09-16|AAK|170.3|172.6|169.35|170.0|557003.0|-0.0017615971814445|SE
2020-09-17|AAK|169.95|169.95|167.75|168.0|351498.0|-0.0117647058823529|SE
2020-09-18|AAK|169.0|169.0|165.55|166.55|691685.0|-0.0086309523809523|SE
2020-09-21|AAK|166.55|166.55|161.9|162.55|287061.0|-0.0240168117682377|SE
2020-09-22|AAK|163.1|164.45|161.6|163.65|291941.0|0.0067671485696707|SE
2020-09-23|AAK|163.45|165.8|163.45|165.35|296424.0|0.010388023220287|SE
2020-09-24|AAK|164.65|164.7|162.55|164.35|282533.0|-0.0060477774417901|SE
2020-09-25|AAK|164.35|165.8|162.4|164.55|223991.0|0.0012169151201704|SE
2020-09-28|AAK|165.2|167.4|164.0|167.0|334046.0|0.0148890914615618|SE
2020-09-29|AAK|167.0|168.3|166.0|167.45|267705.0|0.0026946107784431|SE
2020-09-30|AAK|167.0|168.15|166.0|167.15|369499.0|-0.0017915795759927|SE
2020-10-01|AAK|167.75|169.05|166.6|168.75|482567.0|0.0095722405025426|SE
2020-10-02|AAK|168.5|168.6|166.15|166.95|375820.0|-0.0106666666666667|SE
2020-10-05|AAK|179.5|182.0|176.1|176.75|871862.0|0.058700209643606|SE
2020-10-06|AAK|178.0|184.3|177.85|178.3|1069001.0|0.0087694483734088|SE
2020-10-07|AAK|178.0|182.0|177.05|177.7|624201.0|-0.0033651149747617|SE
2020-10-08|AAK|177.7|181.5|177.55|181.35|487147.0|0.0205402363534046|SE
2020-10-09|AAK|182.0|183.8|179.35|180.2|324417.0|-0.0063413289219741|SE
2020-10-12|AAK|180.2|184.45|180.15|182.6|363571.0|0.0133185349611542|SE
2020-10-13|AAK|182.7|183.2|181.65|182.15|438277.0|-0.0024644030668126|SE
2020-10-14|AAK|184.0|184.0|182.05|182.65|258546.0|0.0027449903925336|SE
2020-10-15|AAK|180.6|181.85|178.3|178.6|286212.0|-0.0221735559813852|SE
2020-10-16|AAK|178.65|180.9|178.65|179.1|396080.0|0.0027995520716685|SE
2020-10-19|AAK|179.1|180.85|177.4|178.45|375998.0|-0.0036292573981016|SE
2020-10-20|AAK|178.45|180.6|176.75|177.0|563961.0|-0.0081255253572428|SE
2020-10-21|AAK|177.0|178.15|174.1|177.15|630860.0|0.0008474576271186|SE
2020-10-22|AAK|180.0|187.2|176.95|185.1|1155532.0|0.0448772226926332|SE
2020-10-23|AAK|185.65|191.1|185.15|188.1|615327.0|0.0162074554294975|SE
2020-10-26|AAK|187.15|189.3|181.3|184.1|570762.0|-0.0212652844231792|SE
2020-10-27|AAK|183.8|184.6|180.15|182.5|861989.0|-0.00869092884302|SE
2020-10-28|AAK|181.0|181.05|175.5|177.35|1089413.0|-0.0282191780821917|SE
2020-10-29|AAK|176.85|178.05|172.9|174.9|1149443.0|-0.0138144911192557|SE
2020-10-30|AAK|173.55|175.3|172.6|173.4|265150.0|-0.0085763293310463|SE
2020-11-02|AAK|173.65|174.0|170.95|172.35|531547.0|-0.0060553633217993|SE
2020-11-03|AAK|174.0|176.5|173.05|176.15|365807.0|0.0220481578183928|SE
2020-11-04|AAK|175.1|179.85|174.95|179.7|217872.0|0.0201532784558613|SE
2020-11-05|AAK|181.0|182.4|177.5|177.8|426235.0|-0.0105731775180856|SE
2020-11-06|AAK|176.1|179.35|176.1|178.75|356156.0|0.0053430821147355|SE
2020-11-09|AAK|182.0|182.35|178.65|181.45|1198393.0|0.0151048951048951|SE
2020-11-10|AAK|181.45|184.2|180.7|181.95|503231.0|0.0027555800496004|SE
2020-11-11|AAK|183.0|187.25|181.9|185.6|330698.0|0.0200604561692772|SE
2020-11-12|AAK|185.0|185.1|183.2|183.65|298972.0|-0.0105064655172413|SE
2020-11-13|AAK|183.0|183.9|181.15|181.6|727375.0|-0.011162537435339|SE
2020-11-16|AAK|181.6|184.3|180.95|183.1|363501.0|0.0082599118942732|SE
2020-11-17|AAK|183.1|185.45|181.5|181.5|452301.0|-0.0087383943200436|SE
2020-11-18|AAK|181.15|184.15|180.15|180.75|904522.0|-0.0041322314049586|SE
2020-11-19|AAK|179.35|179.5|175.0|176.2|1033879.0|-0.0251728907330567|SE
2020-11-20|AAK|175.25|176.9|174.25|175.3|556424.0|-0.0051078320090804|SE
2020-11-23|AAK|176.1|176.8|171.75|172.25|481514.0|-0.0173987450085568|SE
2020-11-24|AAK|172.65|173.4|167.25|167.95|707827.0|-0.0249637155297532|SE
2020-11-25|AAK|168.0|168.75|166.75|167.2|873467.0|-0.0044656147662994|SE
2020-11-26|AAK|167.6|170.6|166.95|168.7|300943.0|0.0089712918660287|SE
2020-11-27|AAK|167.6|168.15|166.4|168.0|457899.0|-0.0041493775933609|SE
2020-11-30|AAK|167.1|169.55|165.8|169.2|1457188.0|0.0071428571428571|SE
2020-12-01|AAK|169.2|171.0|167.35|167.6|800468.0|-0.0094562647754137|SE
2020-12-02|AAK|168.4|172.6|167.3|171.95|781774.0|0.0259546539379473|SE
2020-12-03|AAK|172.25|174.45|170.9|172.25|719578.0|0.0017446932247746|SE
2020-12-04|AAK|173.15|174.0|170.55|170.9|377503.0|-0.0078374455732945|SE
2020-12-07|AAK|171.0|173.7|169.7|171.25|669746.0|0.0020479812755997|SE
2020-12-08|AAK|170.85|171.15|168.55|170.0|775830.0|-0.0072992700729926|SE
2020-12-09|AAK|169.95|171.0|167.5|169.35|1087387.0|-0.0038235294117647|SE
2020-12-10|AAK|169.95|170.05|168.4|168.95|446550.0|-0.0023619722468261|SE
2020-12-11|AAK|169.0|169.0|165.95|168.25|628302.0|-0.0041432376442733|SE
2020-12-14|AAK|168.75|169.55|166.9|169.0|339649.0|0.0044576523031203|SE
2020-12-15|AAK|169.0|169.2|166.6|166.7|478963.0|-0.0136094674556214|SE
2020-12-16|AAK|167.0|169.15|166.8|168.85|420680.0|0.0128974205158969|SE
2020-12-17|AAK|168.95|170.4|167.15|167.95|417765.0|-0.0053301747112822|SE
2020-12-18|AAK|168.05|170.15|168.05|169.85|481666.0|0.011312890741292|SE
2020-12-21|AAK|169.6|169.6|165.95|167.8|575238.0|-0.0120694730644685|SE
2020-12-22|AAK|167.45|168.6|165.9|168.2|252888.0|0.0023837902264598|SE
2020-12-23|AAK|167.5|168.9|166.8|167.55|234926.0|-0.0038644470868013|SE
2020-12-28|AAK|167.75|168.7|166.05|167.05|379647.0|-0.0029841838257236|SE
2020-12-29|AAK|166.5|169.55|166.5|168.15|495185.0|0.006584854833882|SE
2020-12-30|AAK|168.85|172.2|166.0|166.0|705107.0|-0.0127862027951234|SE
2021-01-04|AAK|166.0|169.05|162.4|168.0|2078640.0|0.0120481927710842|SE
2021-01-05|AAK|166.5|167.3|165.5|165.5|436091.0|-0.0148809523809523|SE
2021-01-07|AAK|167.0|167.5|162.4|165.95|701153.0|0.0027190332326283|SE
2021-01-08|AAK|166.6|169.05|166.35|168.0|467874.0|0.0123531184091594|SE
2021-01-11|AAK|167.9|168.65|161.3|163.7|2622063.0|-0.0255952380952381|SE
2021-01-12|AAK|166.2|167.1|163.85|164.0|642126.0|0.001832620647526|SE
2021-01-13|AAK|163.4|164.3|162.05|162.5|724506.0|-0.0091463414634146|SE
2021-01-14|AAK|162.65|163.45|162.05|163.45|300693.0|0.0058461538461538|SE
2021-01-15|AAK|162.6|163.8|161.3|163.7|591688.0|0.0015295197308045|SE
2021-01-18|AAK|163.1|164.95|157.65|158.8|3008530.0|-0.0299328039095906|SE
2021-01-19|AAK|164.0|164.25|160.0|160.25|487421.0|0.0091309823677581|SE
2021-01-20|AAK|160.25|160.85|159.0|159.6|485873.0|-0.0040561622464898|SE
2021-01-21|AAK|159.7|161.5|157.65|157.65|729953.0|-0.0122180451127819|SE
2021-01-22|AAK|160.0|161.45|158.65|158.8|1051240.0|0.0072946400253726|SE
2021-01-25|AAK|160.35|170.65|156.9|163.55|7393502.0|0.029911838790932|SE
2021-01-26|AAK|159.35|162.25|158.95|161.35|1495851.0|-0.0134515438703761|SE
2021-01-27|AAK|161.5|162.85|156.9|157.05|891662.0|-0.0266501394484039|SE
2021-01-28|AAK|165.05|170.65|159.2|164.1|1443482.0|0.0448901623686723|SE
2021-01-29|AAK|165.0|167.7|161.6|163.55|2148885.0|-0.0033516148689822|SE
2021-02-01|AAK|165.0|176.05|160.4|173.0|3817069.0|0.0577804952613878|SE
2021-02-02|AAK|165.3|168.6|165.0|168.5|761591.0|-0.0260115606936416|SE
2021-02-03|AAK|169.15|172.95|168.75|171.3|910049.0|0.0166172106824926|SE
2021-02-04|AAK|171.3|175.75|170.6|175.35|812621.0|0.0236427320490366|SE
2021-02-05|AAK|175.4|176.05|171.7|173.0|689471.0|-0.0134017678927857|SE
2021-02-08|AAK|173.0|175.35|169.85|175.35|1828167.0|0.0135838150289016|SE
2021-02-09|AAK|172.35|172.5|170.65|170.95|300632.0|-0.0250926717992586|SE
2021-02-10|AAK|171.4|173.25|169.85|171.75|265964.0|0.0046797309154724|SE
2021-02-11|AAK|172.15|173.75|170.75|172.7|336197.0|0.0055312954876272|SE
2021-02-12|AAK|172.35|175.35|172.35|175.35|306763.0|0.0153445280833817|SE
2021-02-15|AAK|178.85|181.35|174.45|179.45|3266563.0|0.0233818078129455|SE
2021-02-16|AAK|178.15|179.9|178.1|179.15|847598.0|-0.001671774867651|SE
2021-02-17|AAK|179.15|181.15|177.3|180.6|492847.0|0.0080937761652246|SE
2021-02-18|AAK|180.6|181.35|179.1|179.15|404235.0|-0.0080287929125137|SE
2021-02-19|AAK|179.3|181.0|178.85|179.45|428531.0|0.0016745743790118|SE
2021-02-22|AAK|179.05|183.05|176.3|180.95|2204830.0|0.0083588743382558|SE
2021-02-23|AAK|177.9|178.6|176.75|177.85|404846.0|-0.0171318043658469|SE
2021-02-24|AAK|177.95|183.05|177.95|180.95|571540.0|0.0174304188923248|SE
2021-02-25|AAK|181.45|181.8|180.2|181.1|418760.0|0.0008289582757667|SE
2021-02-26|AAK|179.45|182.05|178.5|180.95|612195.0|-0.0008282716731088|SE
2021-03-01|AAK|181.0|186.8|180.6|186.7|2123693.0|0.0317767339043935|SE
2021-03-02|AAK|184.25|185.8|183.3|183.9|450922.0|-0.0149973219068022|SE
2021-03-03|AAK|182.9|186.8|182.9|184.55|446357.0|0.0035345296356716|SE
2021-03-04|AAK|184.05|185.95|182.35|185.95|356936.0|0.0075860200487671|SE
2021-03-05|AAK|185.0|186.7|183.75|186.7|501040.0|0.0040333422963161|SE
2021-03-08|AAK|186.55|194.25|185.25|190.5|2362161.0|0.0203535083020889|SE
2021-03-09|AAK|186.7|187.55|186.0|186.4|318722.0|-0.0215223097112861|SE
2021-03-10|AAK|186.5|189.6|185.9|189.15|406504.0|0.0147532188841201|SE
2021-03-11|AAK|189.2|194.25|188.6|194.1|669479.0|0.0261697065820776|SE
2021-03-12|AAK|192.6|193.9|190.35|190.5|499295.0|-0.0185471406491498|SE
2021-03-15|AAK|190.5|193.85|188.75|191.55|1711126.0|0.005511811023622|SE
2021-03-16|AAK|191.0|193.5|188.75|193.4|390614.0|0.0096580527277472|SE
2021-03-17|AAK|193.15|193.85|191.2|192.05|209902.0|-0.0069803516028955|SE
2021-03-18|AAK|192.7|193.85|191.4|192.9|388119.0|0.0044259307472012|SE
2021-03-19|AAK|192.25|193.5|191.0|191.55|378463.0|-0.0069984447900466|SE
2021-03-22|AAK|191.55|196.7|190.55|196.6|1677779.0|0.0263638736622291|SE
2021-03-23|AAK|193.3|194.35|192.35|193.85|501728.0|-0.0139877924720244|SE
2021-03-24|AAK|193.85|194.8|193.1|193.7|281568.0|-0.0007737941707506|SE
2021-03-25|AAK|193.7|194.8|193.35|194.2|297453.0|0.0025813113061434|SE
2021-03-26|AAK|194.6|196.7|194.25|196.6|333562.0|0.0123583934088569|SE
2021-03-29|AAK|196.9|200.0|196.45|197.3|1254098.0|0.003560528992879|SE
2021-03-30|AAK|198.05|200.0|197.95|199.3|391769.0|0.0101368474404459|SE
